d
ms,left,right,volts,ma,held,ws,gx,gy,gz,ax,ay,az,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63
356056,0,0,5.40,44,0,0,0.1,0.4,-0.8,-0.013,-0.030,1.007,26.75,26.75,27.00,27.25,27.50,27.25,27.00,27.00,25.75,26.00,25.25,27.50,28.00,27.50,26.75,27.25,25.25,26.00,25.25,27.25,29.00,29.00,28.50,28.25,26.50,26.75,27.00,26.75,29.00,29.00,28.50,28.75,29.25,28.00,26.25,27.50,28.75,28.25,29.00,28.75,30.75,29.00,27.25,28.00,28.75,28.50,28.25,28.50,31.00,29.75,28.25,28.00,28.25,28.25,28.00,28.00,28.50,29.50,29.25,29.25,28.00,28.00,27.75,28.00
356156,0,0,5.40,44,0,0,-0.0,0.4,-0.8,-0.015,-0.032,1.006,27.00,27.50,27.25,27.50,27.75,27.25,27.25,27.25,25.75,26.25,26.25,28.00,28.00,27.75,27.75,27.50,25.25,26.50,25.25,27.25,29.00,29.00,28.75,28.50,26.50,27.00,27.00,27.00,29.00,29.50,28.25,29.00,29.50,28.50,26.75,27.50,28.75,28.75,29.00,29.00,31.00,28.75,27.25,27.75,29.00,28.75,28.25,28.75,31.25,29.50,28.75,28.25,28.50,28.25,28.50,28.25,29.00,29.75,29.25,28.75,27.75,28.25,28.00,28.50
356256,0,0,5.40,46,0,0,-0.8,-0.1,-1.3,0.005,-0.043,1.029,27.25,27.25,27.50,27.75,27.75,27.25,27.25,27.25,26.00,26.00,25.75,27.75,28.25,27.75,27.25,27.50,25.50,26.25,25.50,27.25,29.25,29.50,28.75,28.75,26.25,26.25,27.00,27.00,29.00,29.00,28.50,28.75,29.25,29.00,26.50,27.25,28.25,28.75,29.00,29.00,30.50,29.25,27.50,28.00,29.00,28.50,28.50,28.75,31.00,30.00,28.50,28.00,28.00,28.25,28.75,28.50,28.75,30.00,29.00,28.75,27.75,28.50,28.25,28.25
356356,0,0,5.40,44,0,0,0.0,0.4,-0.2,-0.019,-0.028,1.004,27.75,27.75,27.00,27.25,27.50,27.25,27.50,27.25,26.25,26.00,26.00,28.00,28.00,28.00,27.00,27.25,25.25,26.00,25.25,27.00,28.75,29.00,28.75,28.50,27.00,26.50,27.00,27.00,29.25,29.00,29.00,29.00,29.50,28.75,26.50,27.50,28.75,28.75,29.00,29.25,30.75,29.50,27.25,27.75,29.00,28.75,28.50,28.75,31.25,30.00,28.25,28.25,28.50,28.25,28.50,28.50,28.75,29.75,28.75,28.50,27.75,28.75,27.75,28.50
356456,0,0,5.39,44,0,0,-0.3,0.3,0.3,-0.008,-0.039,1.022,27.00,27.25,27.25,27.50,27.50,27.75,27.00,27.00,26.25,26.00,26.25,28.25,27.75,27.75,26.75,27.75,25.00,26.25,25.00,27.50,28.75,29.50,28.50,28.50,26.75,27.00,26.75,27.00,29.00,29.25,28.50,29.00,29.00,28.50,26.75,27.50,29.25,28.75,28.75,29.25,30.75,29.25,27.00,27.75,29.00,28.50,28.25,28.75,31.25,29.75,28.50,28.50,28.00,28.50,28.25,29.00,28.25,29.50,29.00,29.00,27.75,28.50,28.00,28.25
356556,0,0,5.40,44,0,0,-0.5,0.1,-1.0,-0.014,-0.034,1.016,27.50,27.50,27.00,27.75,27.50,27.50,27.25,27.50,26.00,26.00,25.75,28.00,27.75,27.75,27.25,27.50,25.00,26.25,25.25,27.25,28.75,28.75,28.75,28.50,26.75,26.50,27.00,27.00,29.00,29.00,28.25,28.75,29.50,28.25,26.50,27.50,28.75,28.50,28.75,29.00,30.75,28.75,27.25,28.00,28.75,29.00,28.00,28.75,31.25,30.25,28.75,28.00,28.50,28.50,28.25,28.75,28.75,30.00,29.25,29.00,27.75,28.25,27.50,28.50
356656,0,0,5.40,45,0,0,0.2,0.3,0.3,-0.022,-0.011,0.992,26.75,27.00,27.25,27.75,27.25,28.00,27.25,27.75,26.25,26.50,25.75,28.25,28.00,27.50,27.25,27.50,25.50,26.50,25.50,27.50,28.75,29.25,28.75,28.50,26.75,26.25,27.00,27.00,29.00,29.25,28.50,29.00,29.50,28.50,26.75,27.75,28.50,28.75,29.25,29.25,31.25,29.25,27.50,28.00,28.75,28.75,28.25,29.00,31.25,30.00,29.00,28.25,28.25,28.50,28.50,28.50,28.75,29.75,29.25,29.25,28.00,28.50,28.00,28.75
356756,0,0,5.40,48,0,0,0.5,0.9,-0.8,-0.004,-0.036,1.012,27.00,27.00,27.00,27.50,27.75,27.50,27.25,27.25,26.25,26.00,26.00,27.75,28.25,27.75,27.25,27.50,25.50,26.50,25.75,27.50,29.00,29.50,28.50,28.00,26.75,26.50,26.75,27.25,29.50,29.00,28.50,29.25,29.00,28.25,26.50,27.75,28.75,28.25,28.50,29.00,30.50,29.00,27.50,28.00,28.50,28.25,28.75,28.75,31.00,30.00,28.50,28.25,28.50,28.50,28.50,29.00,29.00,29.75,29.50,29.25,27.75,28.75,27.75,28.25
356856,0,0,5.40,45,0,0,-0.4,0.1,-1.0,-0.009,-0.021,1.009,27.00,27.00,27.00,27.50,27.75,27.50,27.25,27.25,26.25,26.00,26.00,27.75,28.25,27.75,27.25,27.50,25.50,26.50,25.75,27.50,29.00,29.50,28.50,28.00,26.75,26.50,26.75,27.25,29.50,29.00,28.50,29.25,29.00,28.25,26.50,27.75,28.75,28.25,28.50,29.00,30.50,29.00,27.50,28.00,28.50,28.25,28.75,28.75,31.00,30.00,28.50,28.25,28.50,28.50,28.50,29.00,29.00,29.75,29.50,29.25,27.75,28.75,27.75,28.25
356956,0,0,5.40,44,0,0,-0.8,0.2,-0.8,-0.003,-0.048,1.018,26.75,27.50,27.25,27.50,27.50,27.50,27.25,27.25,26.25,26.00,25.50,28.25,28.25,27.75,27.25,27.50,25.25,26.00,25.75,27.25,29.00,29.25,29.00,28.50,26.75,26.50,26.75,26.75,29.50,29.25,28.50,29.00,29.50,28.50,26.75,27.50,28.50,28.50,29.00,28.75,30.75,29.25,27.50,27.75,29.00,28.75,28.50,29.00,30.75,30.25,28.75,28.50,27.75,28.25,28.00,28.75,28.75,29.75,29.25,29.25,28.00,28.50,28.00,28.50
357056,0,0,5.40,44,0,0,-0.7,0.2,0.2,-0.010,-0.033,1.003,27.00,27.50,27.50,27.25,27.50,27.25,27.00,27.25,26.25,26.25,25.75,28.25,28.00,27.75,27.25,27.25,25.75,26.00,25.50,27.50,29.25,29.25,29.00,28.25,26.75,26.75,27.00,27.25,29.25,29.25,28.50,29.00,29.25,28.50,26.75,27.50,29.25,28.50,28.75,29.25,30.50,29.50,27.25,28.00,28.75,28.50,28.00,28.75,31.00,30.00,28.50,28.25,28.00,28.50,28.50,28.25,28.25,30.00,29.50,29.50,28.00,28.50,28.00,28.50
357156,0,0,5.39,46,0,0,-0.3,-0.3,-2.3,-0.020,-0.024,0.986,27.00,27.75,27.00,27.50,27.50,27.25,27.25,27.50,26.00,25.75,26.00,27.75,28.00,27.25,27.25,27.00,25.50,26.00,25.50,27.50,29.00,29.25,28.50,28.50,26.75,26.50,26.50,27.00,29.25,29.50,28.25,29.00,29.25,28.50,27.25,27.25,28.75,28.50,29.25,29.00,30.75,28.75,27.25,28.00,28.75,28.25,27.75,28.75,30.75,29.50,28.25,28.00,28.25,28.50,28.50,28.75,28.50,29.50,29.00,28.75,28.25,28.50,27.75,29.00
357256,0,0,5.39,44,0,0,-0.7,-0.3,-0.8,-0.005,-0.036,1.004,27.00,27.25,27.00,27.75,27.50,26.75,27.25,27.75,26.00,26.00,26.25,28.25,28.50,27.50,27.25,27.50,25.75,26.00,25.75,27.75,28.75,29.50,29.00,29.00,27.00,26.75,26.75,27.25,29.00,29.25,28.75,29.25,29.25,28.75,26.50,27.50,29.00,29.00,29.00,29.00,30.75,28.75,27.50,27.75,28.50,28.50,28.50,29.00,31.25,29.75,28.25,28.25,28.25,28.75,28.25,28.50,28.25,30.00,29.25,29.00,28.25,28.50,28.25,28.75
357356,0,0,5.40,44,0,0,-0.2,0.4,0.1,-0.011,-0.027,1.013,27.50,27.50,27.00,27.50,27.75,27.25,27.25,27.00,26.00,26.00,26.00,28.00,28.25,27.75,27.00,27.75,25.50,25.75,25.75,27.50,29.00,29.25,28.75,28.25,26.75,26.50,26.75,27.50,29.25,29.50,28.25,29.25,29.25,29.25,26.75,27.75,29.00,29.00,29.00,29.00,30.75,29.50,27.50,28.00,28.75,28.75,28.50,28.75,31.00,30.25,28.50,28.25,28.25,28.50,28.50,28.75,28.75,29.50,29.50,29.25,27.75,28.75,28.00,28.50
357456,0,0,5.39,44,0,0,-0.5,-0.5,-3.4,-0.028,-0.029,0.967,27.00,27.50,27.00,27.50,27.75,27.50,27.00,27.50,26.50,26.25,26.25,27.75,28.25,27.75,27.25,27.50,25.50,26.25,25.25,27.25,29.25,29.50,29.00,28.25,26.50,26.75,26.75,27.25,29.00,29.25,28.00,29.25,30.00,28.75,26.50,27.25,28.75,28.75,29.25,29.00,30.75,28.75,27.25,28.00,29.00,28.75,28.50,29.00,30.75,30.25,28.75,28.75,28.50,28.50,28.25,28.75,28.75,29.75,29.50,29.25,28.25,28.50,28.25,28.75
357556,0,0,5.40,46,0,0,-0.7,-0.2,-0.8,-0.011,-0.034,1.001,27.00,27.50,27.25,27.25,27.50,27.50,27.50,27.50,26.00,26.00,26.00,28.00,28.00,27.75,27.00,27.50,25.50,26.00,25.25,27.75,29.00,29.50,28.75,28.50,27.00,26.75,27.00,27.00,29.50,29.50,28.75,29.00,29.50,28.75,26.75,28.00,29.00,29.00,29.00,29.50,30.75,29.25,27.25,28.25,29.25,28.75,28.50,29.25,31.25,29.75,28.75,28.25,28.50,28.25,28.75,29.25,28.50,29.50,29.50,28.50,28.25,28.50,28.50,28.25
357656,0,0,5.40,44,0,0,0.7,0.6,-1.5,-0.004,-0.033,1.003,26.75,27.25,26.50,27.25,27.50,27.00,27.50,27.00,26.00,25.75,26.25,27.75,28.25,27.50,27.00,27.50,25.50,26.25,25.75,27.50,29.25,29.25,28.75,28.25,26.75,26.75,27.00,27.50,29.00,29.25,28.25,29.25,29.50,28.25,26.75,27.25,29.25,29.25,29.50,29.25,30.50,29.00,27.75,28.25,28.75,28.75,27.75,29.00,30.75,29.75,28.00,28.25,28.25,29.00,28.50,28.75,28.25,29.75,29.25,29.00,27.75,28.50,28.25,28.25
357756,0,0,5.39,53,0,0,-6.9,-1.7,1.8,0.085,-0.089,1.260,27.25,27.50,27.50,28.00,27.00,27.75,28.00,28.50,26.25,26.25,26.25,28.25,28.25,27.50,27.00,27.25,25.50,26.25,25.75,28.00,29.25,29.25,28.75,28.75,26.25,26.50,27.00,27.75,29.25,29.25,28.25,29.25,29.75,28.75,27.25,27.75,29.25,28.75,29.75,29.25,30.75,29.50,27.75,28.00,28.75,28.75,28.50,28.75,31.50,30.00,28.50,28.50,28.50,28.75,28.25,28.75,28.75,30.25,29.75,29.00,27.75,29.00,28.50,28.50
357856,0,0,5.39,52,0,0,-1.5,-0.3,-0.7,0.016,-0.028,1.003,27.00,27.50,27.00,27.25,27.25,27.50,27.50,27.00,26.00,26.25,25.50,28.00,28.25,27.50,27.25,27.75,25.25,26.25,25.75,27.25,28.75,29.25,28.50,28.75,26.25,26.75,27.25,27.25,29.00,29.25,28.50,29.25,29.50,28.50,27.00,27.75,29.50,28.75,29.00,29.25,30.75,29.25,27.50,28.00,28.75,28.25,28.25,29.00,31.00,29.50,28.00,28.25,28.50,28.75,28.25,28.75,29.25,30.00,29.25,28.75,28.50,29.00,27.50,27.75
357956,0,0,5.39,56,0,0,2.0,2.1,-1.0,-0.008,-0.013,1.001,27.00,27.50,27.00,27.25,27.25,27.75,27.25,27.75,26.25,26.25,26.00,27.75,28.00,28.00,27.25,27.75,25.50,26.00,25.25,27.75,29.25,29.50,28.25,28.50,26.50,26.75,27.00,27.25,29.25,29.00,28.75,29.50,29.50,28.50,27.00,27.50,29.00,28.75,29.25,29.00,31.25,29.25,27.50,28.00,28.50,28.25,28.00,29.00,31.25,29.50,28.00,28.00,28.25,28.50,28.50,28.75,29.25,30.25,29.50,29.00,28.00,28.50,28.25,29.00
358056,0,0,5.39,56,0,0,1.6,1.7,-0.7,-0.013,-0.033,1.006,27.25,27.50,27.25,28.00,27.25,27.50,27.75,27.25,26.50,26.25,26.00,27.75,27.75,27.50,27.25,27.75,25.00,26.25,25.75,27.75,29.00,29.25,28.75,29.00,26.50,26.75,26.75,27.25,28.75,29.25,28.75,29.00,29.50,28.75,26.50,27.50,29.00,29.00,29.25,29.25,31.00,29.00,27.50,28.25,29.25,28.75,28.50,29.25,31.00,29.75,28.00,28.25,28.50,28.75,28.50,29.00,29.00,29.75,29.25,28.75,28.25,28.75,28.25,28.50
358156,0,0,5.39,56,0,0,-0.9,0.3,1.5,0.014,-0.035,1.078,27.25,27.25,26.75,27.00,27.25,27.75,27.25,27.50,26.00,26.25,26.25,27.75,28.00,27.50,26.75,27.25,25.50,25.75,26.00,27.25,29.00,29.25,28.25,28.25,26.50,27.00,27.00,27.00,29.25,29.50,28.50,29.25,29.50,28.75,26.75,27.50,28.75,28.75,29.25,29.25,31.00,29.00,27.50,28.00,29.00,28.50,28.00,28.50,30.75,29.75,28.00,28.25,28.25,28.75,28.75,28.75,28.50,29.75,29.25,29.25,28.00,28.75,28.00,28.50
358256,0,0,5.39,56,0,0,0.2,0.4,-0.4,-0.007,-0.034,1.001,27.25,27.50,27.00,27.00,27.50,28.00,27.25,27.75,26.25,26.00,26.00,27.75,28.25,27.25,27.25,27.50,25.50,26.00,25.50,27.50,29.00,29.25,28.75,28.50,26.75,26.75,27.00,27.00,29.50,29.50,28.75,29.00,28.75,28.75,26.50,27.25,29.00,28.75,29.25,29.50,30.75,29.00,27.50,27.75,28.75,28.50,28.50,29.25,31.00,29.75,28.75,28.00,27.75,28.50,28.25,28.75,28.50,30.00,29.75,29.00,27.75,28.50,28.25,28.75
358356,0,0,5.39,56,0,0,-0.0,0.3,-0.6,-0.011,-0.030,1.004,27.25,27.50,27.50,27.50,27.75,27.50,27.25,27.75,26.00,26.00,26.25,28.00,28.00,28.00,27.75,27.50,25.50,26.25,25.75,27.75,29.25,29.75,28.75,28.50,26.75,26.75,27.25,27.25,29.25,29.50,29.00,29.25,29.50,29.00,26.75,27.25,29.25,28.50,29.25,29.00,31.25,29.50,27.75,28.00,29.00,28.25,28.00,29.00,31.25,30.50,29.25,28.00,28.00,28.75,28.75,28.75,27.75,29.25,29.25,29.25,28.50,28.75,28.00,28.50
358456,0,0,5.39,58,0,0,-0.1,0.3,-0.6,-0.008,-0.032,1.005,27.25,27.00,27.00,27.50,27.50,27.50,27.00,27.50,26E (394937) task_wdt: Task watchdog got triggered. The following tasks/users did not reset the watchdog in time:
[1;31mE (394937) task_wdt:  - IDLE0 (CPU 0)[0m
[1;31mE (394937) task_wdt: Tasks currently running:[0m
[1;31mE (394937) task_wdt: CPU 0: main[0m
[1;31mE (394937) task_wdt: CPU 1: IDLE1[0m
[1;31mE (394937) task_wdt: Print CPU 0 (current core) backtrace[0m


Backtrace: 0x4201365E:0x3FC94AE0 0x42013A64:0x3FC94B00 0x40377621:0x3FC94B30 0x42008F2A:0x3FC9A270 0x420096A9:0x3FC9A2A0 0x420022B2:0x3FC9A2D0 0x4200BC2A:0x3FC9A2F0 0x4200851E:0x3FC9A310 0x42017BC1:0x3FC9A330 0x42014512:0x3FC9A360 0x42014F54:0x3FC9A380 0x420146EF:0x3FC9A400 0x4200DD98:0x3FC9A450 0x4200E06D:0x3FC9A4E0 0x4200E1FB:0x3FC9A560 0x42007C93:0x3FC9A5D0 0x4201E14E:0x3FC9A600
--- 0x4201365e: task_wdt_timeout_handling at /home/xyzzy/esp/esp-idf/components/esp_system/task_wdt/task_wdt.c:437--- 0x42013a64: task_wdt_isr at /home/xyzzy/esp/esp-idf/components/esp_system/task_wdt/task_wdt.c:510--- 0x40377621: _xt_lowint1 at /home/xyzzy/esp/esp-idf/components/xtensa/xtensa_vectors.S:1264--- 0x42008f2a: uart_ll_get_txfifo_len at /home/xyzzy/esp/esp-idf/components/esp_hal_uart/esp32s3/include/hal/uart_ll.h:529--- (inlined by) uart_tx_char at /home/xyzzy/esp/esp-idf/components/esp_driver_uart/src/uart_vfs.c:191--- 0x420096a9: uart_write at /home/xyzzy/esp/esp-idf/components/esp_driver_uart/src/uart_vfs.c:246--- 0x420022b2: console_write at /home/xyzzy/esp/esp-idf/components/esp_stdio/stdio_vfs.c:180--- 0x4200bc2a: esp_vfs_write at /home/xyzzy/esp/esp-idf/components/vfs/vfs_calls.c:74--- 0x4200851e: write at /home/xyzzy/esp/esp-idf/components/esp_libc/src/syscalls.c:51--- 0x42017bc1: __bufio_flush_locked at ??:?--- 0x42014512: __bufio_put at ??:?--- 0x42014f54: __d_vfprintf at ??:?--- 0x420146ef: printf at ??:?--- 0x4200dd98: rec_dump at /home/xyzzy/fred/f1/firmware/main/firmware_main.c:1246--- 0x4200e06d: handle_line at /home/xyzzy/fred/f1/firmware/main/firmware_main.c:1382--- 0x4200e1fb: app_main at /home/xyzzy/fred/f1/firmware/main/firmware_main.c:1443--- 0x42007c93: main_task at /home/xyzzy/esp/esp-idf/components/freertos/app_startup.c:206--- 0x4201e14e: vPortTaskWrapper at /home/xyzzy/esp/esp-idf/components/freertos/FreeRTOS-Kernel/portable/xtensa/port.c:153
.25,26.00,26.25,28.00,28.00,27.50,27.25,27.50,25.50,26.50,25.75,27.50,29.00,29.25,28.75,28.50,26.75,26.75,27.00,27.00,29.00,29.25,28.75,28.75,30.00,29.00,26.75,27.25,29.00,29.00,28.75,29.25,31.75,30.75,28.00,26.50,28.75,28.50,28.25,29.00,29.25,30.50,29.75,28.50,28.25,28.50,28.25,28.25,26.75,27.50,28.50,29.50,28.50,28.25,28.00,28.50
358556,0,0,5.38,56,0,0,-0.1,0.3,-0.6,-0.008,-0.032,1.008,27.00,27.25,27.00,27.50,27.25,27.25,27.00,26.75,26.00,26.00,26.25,28.25,28.25,27.50,27.00,27.50,25.50,25.75,25.50,27.25,29.00,29.00,28.75,28.75,26.50,26.25,26.50,26.50,29.00,29.25,29.00,28.75,30.25,29.75,26.75,26.25,29.00,29.00,29.25,29.25,31.00,30.50,29.25,26.75,28.75,28.50,28.25,29.00,27.50,28.50,29.50,28.50,28.50,28.50,28.75,28.00,26.50,26.75,27.00,29.75,28.50,29.00,28.00,28.25
358656,0,0,5.39,56,0,0,-0.1,0.2,-0.7,-0.009,-0.033,1.005,27.00,27.00,26.75,27.75,27.50,26.75,27.50,27.25,25.75,25.75,25.50,27.75,28.25,27.50,26.25,27.00,25.25,25.50,25.25,26.50,28.50,28.50,28.25,27.75,26.75,26.25,26.75,26.00,28.75,29.25,28.75,28.50,30.25,29.25,27.75,26.00,28.50,28.75,28.75,29.00,31.25,30.50,30.00,27.25,28.75,28.75,28.50,28.50,32.00,31.75,31.75,30.00,28.75,28.00,28.50,28.50,31.25,31.50,31.50,32.00,29.00,28.75,28.00,28.50
358756,0,0,5.38,56,0,0,0.2,0.4,-0.5,-0.011,-0.034,0.999,26.75,27.50,27.25,27.75,27.50,27.75,27.00,27.25,25.75,26.00,26.00,28.25,28.25,27.75,27.25,27.50,26.25,25.75,26.00,26.50,28.75,28.50,27.75,28.00,26.50,26.25,27.00,27.25,28.75,29.25,28.75,29.50,29.50,29.00,30.00,31.00,31.00,31.50,30.75,29.00,34.75,29.00,30.25,29.75,31.25,31.25,31.50,29.75,27.00,27.00,28.00,29.25,29.25,28.75,29.50,28.75,26.25,26.25,26.00,28.00,29.25,29.00,28.50,28.50
358856,0,0,5.38,58,0,0,0.1,0.3,-0.6,-0.016,-0.035,0.998,26.75,27.00,26.75,27.50,27.50,27.75,27.50,27.50,26.00,25.50,25.50,27.75,28.75,28.00,27.50,27.75,25.25,25.50,25.00,26.50,28.50,29.00,27.50,28.50,26.50,26.75,26.75,28.50,30.50,30.75,30.50,31.75,29.25,28.50,29.50,29.75,29.75,29.50,30.00,29.50,34.25,29.25,30.50,30.00,28.75,29.00,28.00,28.50,27.00,26.75,27.25,29.25,29.00,29.00,28.50,28.50,26.00,26.75,25.75,27.50,29.00,29.25,28.50,28.50
358956,0,0,5.38,56,0,0,-0.2,0.3,-0.4,-0.005,-0.040,1.013,27.00,26.50,27.00,27.25,27.50,27.00,27.00,28.00,26.00,26.00,24.75,27.25,28.50,28.50,27.25,27.50,25.50,25.75,25.00,26.75,28.75,29.75,28.25,30.00,26.25,26.00,26.25,27.75,30.00,30.25,30.00,30.75,29.00,28.50,28.75,31.00,29.25,29.25,29.00,29.00,34.00,29.00,28.50,30.50,28.75,29.25,28.75,29.00,26.75,26.75,27.00,28.00,29.00,28.25,28.50,28.50,26.75,26.00,25.50,26.50,28.50,29.50,29.50,27.25
359056,0,0,5.38,56,0,0,-0.1,0.3,-0.6,-0.006,-0.031,1.011,26.50,26.75,26.25,27.00,27.25,27.25,27.25,27.00,25.75,25.50,25.00,26.25,28.50,28.75,27.50,28.00,25.50,25.75,24.25,25.75,27.75,29.75,29.00,29.75,26.50,26.25,25.75,26.75,29.50,30.25,30.00,30.25,29.25,28.50,27.50,30.00,30.25,29.00,29.25,29.00,34.25,28.50,27.25,29.75,29.75,29.25,28.75,28.75,27.00,26.75,27.00,26.50,29.25,28.25,28.50,28.50,26.00,26.00,25.75,26.25,27.75,28.75,28.75,27.25
359156,0,0,5.38,56,0,0,-0.0,0.3,-0.7,-0.007,-0.032,1.002,26.75,26.75,26.25,26.50,27.25,27.00,27.00,26.75,26.00,25.50,24.75,25.50,27.25,28.00,27.25,27.75,25.25,25.75,24.75,25.25,27.50,29.25,28.25,28.25,25.75,25.75,25.75,26.00,28.50,29.00,29.75,30.25,28.50,27.75,26.50,29.00,30.75,29.50,29.00,29.00,34.50,28.50,27.00,28.00,30.00,29.00,28.50,29.25,26.75,26.75,26.25,26.25,29.00,28.75,28.75,28.50,25.75,26.00,25.25,26.25,27.25,28.75,29.50,26.50
359256,0,0,5.38,57,0,0,0.2,0.4,-0.6,-0.012,-0.029,0.995,26.25,27.25,26.75,27.00,27.25,27.00,26.75,27.25,26.00,25.50,25.00,25.25,26.75,28.50,28.00,27.25,25.50,25.25,24.50,25.25,26.75,28.75,28.25,28.00,26.50,26.50,26.25,25.00,28.00,29.50,29.75,30.00,28.75,28.50,26.00,27.75,30.50,30.00,29.00,29.75,34.50,28.50,27.50,27.00,30.00,29.25,28.50,28.50,27.00,26.75,26.50,26.00,28.50,28.50,28.75,28.75,26.00,25.50,25.75,26.00,26.75,29.00,29.75,27.25
359356,0,0,5.38,60,0,0,-0.0,0.3,-0.6,-0.010,-0.031,0.997,27.00,26.75,26.50,26.75,27.00,27.50,27.00,27.50,25.75,25.25,24.50,25.25,26.50,28.00,27.75,27.25,25.00,25.00,24.50,25.00,26.75,29.00,29.00,28.00,26.50,25.75,26.00,25.00,27.00,29.00,29.00,30.25,29.50,27.75,26.50,26.25,30.50,30.50,29.00,29.25,34.25,28.75,27.00,26.00,30.00,30.00,28.00,29.00,27.00,26.50,26.50,25.50,28.25,28.75,28.75,28.75,25.75,25.75,25.75,26.25,26.50,28.50,29.75,26.25
359456,0,0,5.39,56,0,0,-0.2,0.3,-0.7,-0.008,-0.033,1.013,27.00,26.75,26.50,26.75,27.00,27.50,27.00,27.50,25.75,25.25,24.50,25.25,26.50,28.00,27.75,27.25,25.00,25.00,24.50,25.00,26.75,29.00,29.00,28.00,26.50,25.75,26.00,25.00,27.00,29.00,29.00,30.25,29.50,27.75,26.50,26.25,30.50,30.50,29.00,29.25,34.25,28.75,27.00,26.00,30.00,30.00,28.00,29.00,27.00,26.50,26.50,25.50,28.25,28.75,28.75,28.75,25.75,25.75,25.75,26.25,26.50,28.50,29.75,26.25
359556,0,0,5.39,56,0,0,-0.1,0.3,-0.6,-0.008,-0.030,1.007,26.75,26.50,26.75,27.00,27.00,27.25,27.00,27.25,25.25,25.25,24.75,25.50,26.50,27.75,27.50,27.50,25.00,25.00,24.25,25.25,26.50,28.25,28.75,27.50,26.00,26.00,25.75,25.00,26.75,28.75,29.00,29.75,28.75,28.00,26.25,25.75,29.75,30.75,29.50,30.00,34.00,28.50,27.25,25.75,29.50,29.50,29.00,29.25,27.00,26.75,26.25,25.50,27.75,28.50,28.50,29.25,25.75,25.75,25.50,25.75,26.25,28.25,29.50,27.00
359656,0,0,5.39,56,0,0,-0.2,0.3,-0.7,-0.012,-0.028,1.009,26.50,26.75,26.75,27.00,27.00,27.25,27.25,26.75,25.75,25.50,24.25,25.00,26.25,28.00,27.50,27.50,25.25,25.00,24.50,25.00,26.50,28.50,29.00,27.75,25.75,26.00,25.50,24.75,26.75,29.00,29.25,29.25,29.75,28.25,26.25,25.50,28.50,30.50,30.25,29.25,34.25,28.75,26.75,25.50,28.75,30.25,28.75,28.75,26.75,26.50,26.50,26.00,26.75,28.75,29.00,29.00,25.75,26.00,25.50,25.75,26.00,28.00,29.50,27.75
359756,0,0,5.38,59,0,0,-0.0,0.3,-0.6,-0.009,-0.036,1.000,26.25,26.50,26.75,26.25,26.50,27.25,27.50,26.75,25.25,25.50,24.50,25.25,26.00,27.75,27.25,27.00,25.00,25.50,24.25,24.75,26.00,28.00,29.00,27.75,26.25,26.00,25.25,25.00,26.50,28.25,29.00,29.25,29.00,28.50,26.25,25.00,27.50,30.00,30.50,29.25,34.25,28.75,26.75,25.50,27.50,29.75,28.75,29.00,26.50,26.00,26.25,24.75,26.50,29.00,29.00,28.75,26.25,25.75,25.50,26.00,26.25,27.75,28.50,28.50
359856,0,0,5.39,56,0,0,-0.1,0.3,-0.7,-0.011,-0.033,1.005,26.50,27.25,26.75,26.75,27.25,27.25,27.00,26.75,25.50,25.50,24.50,25.25,26.00,27.25,27.25,27.00,25.00,25.25,24.50,25.00,26.25,28.25,28.75,27.75,26.00,26.00,25.25,25.00,26.25,28.00,28.75,29.50,29.00,28.00,25.75,25.00,26.75,30.25,30.50,30.25,34.00,28.25,27.25,25.75,26.50,30.25,29.50,28.75,26.25,26.75,26.50,25.50,25.75,29.25,28.25,29.00,26.25,26.00,25.50,26.00,26.00,27.75,28.50,29.50
359956,0,0,5.39,56,0,0,-0.1,0.3,-0.6,-0.007,-0.040,1.009,26.50,26.75,26.25,26.75,27.25,27.50,26.75,26.75,26.00,25.50,24.25,25.00,25.75,27.50,27.50,27.75,25.75,25.25,24.25,25.25,26.00,28.00,29.00,28.00,26.50,26.00,25.50,24.75,26.25,27.50,28.75,29.50,29.50,28.00,26.25,25.25,26.75,29.00,31.00,30.50,33.75,28.50,27.00,25.50,26.50,29.25,29.25,29.25,26.75,26.50,26.00,25.25,25.50,28.50,28.50,29.00,26.00,25.50,25.50,26.00,25.50,27.00,27.75,30.25
360056,0,0,5.38,55,0,0,0.0,0.3,-0.7,-0.009,-0.026,1.004,26.75,26.50,26.75,26.75,26.75,26.50,26.75,27.00,25.75,25.75,24.25,25.25,26.25,27.50,27.50,27.00,24.50,25.25,24.50,25.00,26.00,27.25,28.75,28.25,26.25,26.00,25.50,24.75,26.25,27.75,29.00,29.50,29.50,28.25,26.25,25.25,26.50,28.00,31.00,30.75,34.50,28.50,26.75,25.75,26.25,28.50,30.25,29.00,26.75,26.50,26.25,25.25,25.25,27.75,29.00,29.25,26.00,25.75,25.50,26.00,25.75,27.00,28.75,29.75
