d
ms,left,right,volts,ma,held,ws,gx,gy,gz,ax,ay,az,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63
345088,0,0,5.39,45,0,0,-0.8,0.3,0.1,0.007,-0.016,1.006,23.00,22.75,22.75,23.00,22.75,23.00,22.75,22.25,23.00,22.75,22.25,22.25,22.50,22.00,22.00,22.50,22.50,22.50,21.75,21.75,22.00,22.00,22.25,22.25,22.25,21.50,21.50,21.25,21.75,21.50,21.75,22.00,22.00,21.00,21.00,20.75,20.50,20.50,22.50,24.50,22.25,21.25,21.50,21.75,21.25,21.75,22.50,24.25,22.25,21.75,22.00,21.75,21.50,22.00,22.50,25.50,22.50,22.75,22.75,22.50,23.00,22.75,25.25,26.50
345092,0,0,5.39,44,0,0,-0.8,0.3,0.1,0.007,-0.016,1.006,23.00,22.75,22.75,23.00,22.75,23.00,22.75,22.25,23.00,22.75,22.25,22.25,22.50,22.00,22.00,22.50,22.50,22.50,21.75,21.75,22.00,22.00,22.25,22.25,22.25,21.50,21.50,21.25,21.75,21.50,21.75,22.00,22.00,21.00,21.00,20.75,20.50,20.50,22.50,24.50,22.25,21.25,21.50,21.75,21.25,21.75,22.50,24.25,22.25,21.75,22.00,21.75,21.50,22.00,22.50,25.50,22.50,22.75,22.75,22.50,23.00,22.75,25.25,26.50
345096,0,0,5.39,46,0,0,-0.8,0.3,-0.8,0.003,-0.036,1.028,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345100,0,0,5.39,48,0,0,-0.3,0.0,-0.8,0.003,-0.036,1.028,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345104,0,0,5.39,44,0,0,-0.3,0.0,-0.8,0.003,-0.036,1.028,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345108,0,0,5.39,45,0,0,0.4,0.4,-1.0,-0.038,-0.043,0.983,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345112,0,0,5.39,44,0,0,0.4,0.4,-1.0,-0.038,-0.043,0.983,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345116,0,0,5.39,44,0,0,-0.4,0.2,-0.5,-0.030,-0.037,1.012,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345121,0,0,5.39,47,0,0,-0.4,0.2,-0.5,-0.030,-0.037,1.012,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345125,0,0,5.39,45,0,0,0.0,0.4,-0.4,-0.005,-0.025,1.023,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345129,0,0,5.39,45,0,0,0.0,0.4,-0.4,-0.005,-0.025,1.023,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345133,0,0,5.39,45,0,0,0.0,0.4,-0.4,-0.005,-0.025,1.023,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345137,0,0,5.39,44,0,0,0.5,0.6,-0.4,-0.004,-0.017,0.982,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345141,0,0,5.39,46,0,0,0.5,0.6,-0.4,-0.004,-0.017,0.982,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345145,0,0,5.39,49,0,0,-0.5,0.1,-1.0,-0.018,-0.027,1.001,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345149,0,0,5.39,45,0,0,-0.5,0.1,-1.0,-0.018,-0.027,1.001,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345153,0,0,5.39,45,0,0,-0.4,0.1,-0.9,-0.030,-0.039,1.025,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345157,0,0,5.39,44,0,0,-0.4,0.1,-0.9,-0.030,-0.039,1.025,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345161,0,0,5.39,45,0,0,-0.4,0.1,-0.9,-0.030,-0.039,1.025,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345165,0,0,5.39,48,0,0,0.4,0.6,-0.3,-0.020,-0.034,0.998,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345169,0,0,5.39,44,0,0,0.4,0.6,-0.3,-0.020,-0.034,0.998,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345173,0,0,5.39,45,0,0,-0.0,0.4,-0.4,-0.005,-0.025,0.997,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345177,0,0,5.39,45,0,0,-0.0,0.4,-0.4,-0.005,-0.025,0.997,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345182,0,0,5.39,45,0,0,-0.2,0.1,-0.8,-0.007,-0.023,1.016,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345186,0,0,5.39,47,0,0,-0.2,0.1,-0.8,-0.007,-0.023,1.016,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345190,0,0,5.39,45,0,0,-0.2,0.1,-0.8,-0.007,-0.023,1.016,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345194,0,0,5.39,45,0,0,0.1,0.3,-0.9,-0.025,-0.028,0.998,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345198,0,0,5.39,45,0,0,0.1,0.3,-0.9,-0.025,-0.028,0.998,22.50,23.00,22.75,22.50,22.75,22.75,22.50,22.25,22.75,22.25,22.50,22.25,22.00,22.25,22.00,22.00,22.25,22.75,22.25,22.25,22.00,22.25,22.00,22.25,22.25,21.50,21.50,21.00,21.25,21.50,22.00,22.75,22.25,21.00,21.00,21.00,20.75,20.75,22.50,24.00,22.00,21.25,21.00,22.00,21.25,21.75,22.25,24.25,22.00,21.75,22.00,21.25,21.50,21.50,22.50,25.50,23.00,22.50,22.25,22.50,22.50,23.25,25.50,25.75
345202,0,0,5.39,44,0,0,-0.2,0.3,-0.7,-0.028,-0.035,1.001,23.00,22.50,23.00,23.00,23.00,23.00,22.50,22.75,22.75,22.75,22.25,22.25,22.25,22.25,22.25,22.50,22.50,22.50,22.00,22.00,22.00,22.50,22.25,22.00,22.25,21.50,21.75,21.50,21.50,21.50,21.75,23.00,22.25,21.00,21.25,21.00,20.50,20.75,22.50,24.00,22.50,21.25,21.75,21.50,21.00,21.75,22.25,24.00,22.25,21.25,22.00,21.75,20.75,22.00,22.25,25.50,22.75,22.50,22.25,23.00,23.00,23.25,25.50,26.50
345206,0,0,5.39,46,0,0,-0.2,0.3,-0.7,-0.028,-0.035,1.001,23.00,22.50,23.00,23.00,23.00,23.00,22.50,22.75,22.75,22.75,22.25,22.25,22.25,22.25,22.25,22.50,22.50,22.50,22.00,22.00,22.00,22.50,22.25,22.00,22.25,21.50,21.75,21.50,21.50,21.50,21.75,23.00,22.25,21.00,21.25,21.00,20.50,20.75,22.50,24.00,22.50,21.25,21.75,21.50,21.00,21.75,22.25,24.00,22.25,21.25,22.00,21.75,20.75,22.00,22.25,25.50,22.75,22.50,22.25,23.00,23.00,23.25,25.50,26.50
345210,0,0,5.39,44,0,0,-0.2,0.3,-0.4,-0.009,-0.032,1.018,23.00,22.50,23.00,23.00,23.00,23.00,22.50,22.75,22.75,22.75,22.25,22.25,22.25,22.25,22.25,22.50,22.50,22.50,22.00,22.00,22.00,22.50,22.25,22.00,22.25,21.50,21.75,21.50,21.50,21.50,21.75,23.00,22.25,21.00,21.25,21.00,20.50,20.75,22.50,24.00,22.50,21.25,21.75,21.50,21.00,21.75,22.25,24.00,22.25,21.25,22.00,21.75,20.75,22.00,22.25,25.50,22.75,22.50,22.25,23.00,23.00,23.25,25.50,26.50
345214,0,0,5.39,45,0,0,-0.2,0.3,-0.4,-0.009,-0.032,1.018,23.00,22.50,23.00,23.00,23.00,23.00,22.50,22.75,22.75,22.75,22.25,22.25,22.25,22.25,22.25,22.50,22.50,22.50,22.00,22.00,22.00,22.50,22.25,22.00,22.25,21.50,21.75,21.50,21.50,21.50,21.75,23.00,22.25,21.00,21.25,21.00,20.50,20.75,22.50,24.00,22.50,21.25,21.75,21.50,21.00,21.75,22.25,24.00,22.25,21.25,22.00,21.75,20.75,22.00,22.25,25.50,22.75,22.50,22.25,23.00,23.00,23.25,25.50,26.50
345218,0,0,5.39,45,0,0,-0.2,0.3,-0.4,-0.009,-0.032,1.018,23.00,22.50,23.00,23.00,23.00,23.00,22.50,22.75,22.75,22.75,22.25,22.25,22.25,22.25,22.25,22.50,22.50,22.50,22.00,22.00,22.00,22.50,22.25,22.00,22.25,21.50,21.75,21.50,21.50,21.50,21.75,23.00,22.25,21.00,21.25,21.00,20.50,20.75,22.50,24.00,22.50,21.25,21.75,21.50,21.00,21.75,22.25,24.00,22.25,21.25,22.00,21.75,20.75,22.00,22.25,25.50,22.75,22.50,22.25,23.00,23.00,23.25,25.50,26.50
345222,0,0,5.39,45,0,0,0.2,0.4,-0.6,-0.005,-0.027,0.999,23.00,22.50,23.00,23.00,23.00,23.00,22.50,22.75,22.75,22.75,22.25,22.25,22.25,22.25,22.25,22.50,22.50,22.50,22.00,22.00,22.00,22.50,22.25,22.00,22.25,21.50,21.75,21.50,21.50,21.50,21.75,23.00,22.25,21.00,21.25,21.00,20.50,20.75,22.50,24.00,22.50,21.25,21.75,21.50,21.00,21.75,22.25,24.00,22.25,21.25,22.00,21.75,20.75,22.00,22.25,25.50,22.75,22.50,22.25,23.00,23.00,23.25,25.50,26.50
345226,0,0,5.39,45,0,0,0.2,0.4,-0.6,-0.005,-0.027,0.999,23.00,22.50,23.00,23.00,23.00,23.00,22.50,22.75,22.75,22.75,22.25,22.25,22.25,22.25,22.25,22.50,22.50,22.50,22.00,22.00,22.00,22.50,22.25,22.00,22.25,21.50,21.75,21.50,21.50,21.50,21.75,23.00,22.25,21.00,21.25,21.00,20.50,20.75,22.50,24.00,22.50,21.25,21.75,21.50,21.00,21.75,22.25,24.00,22.25,21.25,22.00,21.75,20.75,22.00,22.25,25.50,22.75,22.50,22.25,23.00,23.00,23.25,25.50,26.50
345230,0,0,5.39,48,0,0,-0.1,0.2,-0.9,-0.018,-0.027,0.998,23.00,22.50,23.00,23.00,23.00,23.00,22.50,22.75,22.75,22.75,22.25,22.25,22.25,22.25,22.25,22.50,22.50,22.50,22.00,22.00,22.00,22.50,22.25,22.00,22.25,21.50,21.75,21.50,21.50,21.50,21.75,23.00,22.25,21.00,21.25,21.00,20.50,20.75,22.50,24.00,22.50,21.25,21.75,21.50,21.00,21.75,22.25,24.00,22.25,21.25,22.00,21.75,20.75,22.00,22.25,25.50,22.75,22.50,22.25,23.00,23.00,23.25,25.50,26.50
345234,0,0,5.39,44,0,0,-0.1,0.2,-0.9,-0.018,-0.027,0.998,23.00,22.50,23.00,23.00,23.00,23.00,22.50,22.75,22.75,22.75,22.25,22.25,22.25,22.25,22.25,22.50,22.50,22.50,22.00,22.00,22.00,22.50,22.25,22.00,22.25,21.50,21.75,21.50,21.50,21.50,21.75,23.00,22.25,21.00,21.25,21.00,20.50,20.75,22.50,24.00,22.50,21.25,21.75,21.50,21.00,21.75,22.25,24.00,22.25,21.25,22.00,21.75,20.75,22.00,22.25,25.50,22.75,22.50,22.25,23.00,23.00,23.25,25.50,26.50
345238,0,0,5.39,45,0,0,-0.3,0.2,-0.8,-0.027,-0.029,1.013,23.00,22.50,23.00,23.00,23.00,23.00,22.50,22.75,22.75,22.75,22.25,22.25,22.25,22.25,22.25,22.50,22.50,22.50,22.00,22.00,22.00,22.50,22.25,22.00,22.25,21.50,21.75,21.50,21.50,21.50,21.75,23.00,22.25,21.00,21.25,21.00,20.50,20.75,22.50,24.00,22.50,21.25,21.75,21.50,21.00,21.75,22.25,24.00,22.25,21.25,22.00,21.75,20.75,22.00,22.25,25.50,22.75,22.50,22.25,23.00,23.00,23.25,25.50,26.50
345243,0,0,5.39,45,0,0,-0.3,0.2,-0.8,-0.027,-0.029,1.013,23.00,22.50,23.00,23.00,23.00,23.00,22.50,22.75,22.75,22.75,22.25,22.25,22.25,22.25,22.25,22.50,22.50,22.50,22.00,22.00,22.00,22.50,22.25,22.00,22.25,21.50,21.75,21.50,21.50,21.50,21.75,23.00,22.25,21.00,21.25,21.00,20.50,20.75,22.50,24.00,22.50,21.25,21.75,21.50,21.00,21.75,22.25,24.00,22.25,21.25,22.00,21.75,20.75,22.00,22.25,25.50,22.75,22.50,22.25,23.00,23.00,23.25,25.50,26.50
345247,0,0,5.39,44,0,0,-0.3,0.2,-0.8,-0.027,-0.029,1.013,23.00,22.50,23.00,23.00,23.00,23.00,22.50,22.75,22.75,22.75,22.25,22.25,22.25,22.25,22.25,22.50,22.50,22.50,22.00,22.00,22.00,22.50,22.25,22.00,22.25,21.50,21.75,21.50,21.50,21.50,21.75,23.00,22.25,21.00,21.25,21.00,20.50,20.75,22.50,24.00,22.50,21.25,21.75,21.50,21.00,21.75,22.25,24.00,22.25,21.25,22.00,21.75,20.75,22.00,22.25,25.50,22.75,22.50,22.25,23.00,23.00,23.25,25.50,26.50
345251,0,0,5.39,47,0,0,0.1,0.4,-0.4,-0.019,-0.031,1.004,23.00,22.50,23.00,23.00,23.00,23.00,22.50,22.75,22.75,22.75,22.25,22.25,22.25,22.25,22.25,22.50,22.50,22.50,22.00,22.00,22.00,22.50,22.25,22.00,22.25,21.50,21.75,21.50,21.50,21.50,21.75,23.00,22.25,21.00,21.25,21.00,20.50,20.75,22.50,24.00,22.50,21.25,21.75,21.50,21.00,21.75,22.25,24.00,22.25,21.25,22.00,21.75,20.75,22.00,22.25,25.50,22.75,22.50,22.25,23.00,23.00,23.25,25.50,26.50
345255,0,0,5.39,44,0,0,0.1,0.4,-0.4,-0.019,-0.031,1.004,23.00,22.50,23.00,23.00,23.00,23.00,22.50,22.75,22.75,22.75,22.25,22.25,22.25,22.25,22.25,22.50,22.50,22.50,22.00,22.00,22.00,22.50,22.25,22.00,22.25,21.50,21.75,21.50,21.50,21.50,21.75,23.00,22.25,21.00,21.25,21.00,20.50,20.75,22.50,24.00,22.50,21.25,21.75,21.50,21.00,21.75,22.25,24.00,22.25,21.25,22.00,21.75,20.75,22.00,22.25,25.50,22.75,22.50,22.25,23.00,23.00,23.25,25.50,26.50
345259,0,0,5.39,45,0,0,-0.0,0.4,-0.5,-0.008,-0.029,1.000,23.00,22.50,23.00,23.00,23.00,23.00,22.50,22.75,22.75,22.75,22.25,22.25,22.25,22.25,22.25,22.50,22.50,22.50,22.00,22.00,22.00,22.50,22.25,22.00,22.25,21.50,21.75,21.50,21.50,21.50,21.75,23.00,22.25,21.00,21.25,21.00,20.50,20.75,22.50,24.00,22.50,21.25,21.75,21.50,21.00,21.75,22.25,24.00,22.25,21.25,22.00,21.75,20.75,22.00,22.25,25.50,22.75,22.50,22.25,23.00,23.00,23.25,25.50,26.50
345263,0,0,5.39,45,0,0,-0.0,0.4,-0.5,-0.008,-0.029,1.000,23.00,22.50,23.00,23.00,23.00,23.00,22.50,22.75,22.75,22.75,22.25,22.25,22.25,22.25,22.25,22.50,22.50,22.50,22.00,22.00,22.00,22.50,22.25,22.00,22.25,21.50,21.75,21.50,21.50,21.50,21.75,23.00,22.25,21.00,21.25,21.00,20.50,20.75,22.50,24.00,22.50,21.25,21.75,21.50,21.00,21.75,22.25,24.00,22.25,21.25,22.00,21.75,20.75,22.00,22.25,25.50,22.75,22.50,22.25,23.00,23.00,23.25,25.50,26.50
345267,0,0,5.39,44,0,0,-0.2,0.2,-0.8,-0.010,-0.029,1.010,23.00,22.50,23.00,23.00,23.00,23.00,22.50,22.75,22.75,22.75,22.25,22.25,22.25,22.25,22.25,22.50,22.50,22.50,22.00,22.00,22.00,22.50,22.25,22.00,22.25,21.50,21.75,21.50,21.50,21.50,21.75,23.00,22.25,21.00,21.25,21.00,20.50,20.75,22.50,24.00,22.50,21.25,21.75,21.50,21.00,21.75,22.25,24.00,22.25,21.25,22.00,21.75,20.75,22.00,22.25,25.50,22.75,22.50,22.25,23.00,23.00,23.25,25.50,26.50
